DATA_DATE,VALUE,ROLLING_MAX_12M,ROLLING_MIN_12M
2025-02-06,6083.57,6118.71,4117.37
2025-02-07,6025.99,6118.71,4117.37
2025-02-10,6066.44,6118.71,4117.37
2025-02-11,6068.5,6118.71,4117.37
2025-02-12,6051.97,6118.71,4117.37
2025-02-13,6115.07,6118.71,4117.37
2025-02-14,6114.63,6118.71,4117.37
2025-02-17,,6118.71,4117.37
2025-02-18,6129.58,6129.58,4117.37
2025-02-19,6144.15,6144.15,4117.37
2025-02-20,6117.52,6144.15,4117.37
2025-02-21,6013.13,6144.15,4117.37
2025-02-24,5983.25,6144.15,4117.37
2025-02-25,5955.25,6144.15,4117.37
2025-02-26,5956.06,6144.15,4117.37
2025-02-27,5861.57,6144.15,4117.37
2025-02-28,5954.5,6144.15,4117.37
2025-03-03,5849.72,6144.15,4117.37
2025-03-04,5778.15,6144.15,4117.37
2025-03-05,5842.63,6144.15,4117.37
2025-03-06,5738.52,6144.15,4117.37
2025-03-07,5770.2,6144.15,4117.37
2025-03-10,5614.56,6144.15,4117.37
2025-03-11,5572.07,6144.15,4117.37
2025-03-12,5599.3,6144.15,4117.37
2025-03-13,5521.52,6144.15,4117.37
2025-03-14,5638.94,6144.15,4117.37
2025-03-17,5675.12,6144.15,4117.37
2025-03-18,5614.66,6144.15,4117.37
2025-03-19,5675.29,6144.15,4117.37
2025-03-20,5662.89,6144.15,4117.37
2025-03-21,5667.56,6144.15,4166.82
2025-03-24,5767.57,6144.15,4193.8
2025-03-25,5776.65,6144.15,4237.86
2025-03-26,5712.2,6144.15,4317.78
2025-03-27,5693.31,6144.15,4347.35
2025-03-28,5580.94,6144.15,4347.35
